max_coins,degree,set_up,wallet_creation,buy_item,price
1, 1024, 14.21661114692688, 0.35041189193725586, 0.16638445854187012, 1
1, 1024, 20.73328995704651, 0.4891068935394287, 0.16509032249450684, 1
1, 1024, 26.392052173614502, 0.992997407913208, 0.2673203945159912, 1
1, 1024, 27.342506408691406, 0.632688045501709, 0.342151403427124, 1
1, 1024, 31.425538539886475, 0.818082332611084, 0.26598668098449707, 1
1, 1024, 32.8730263710022, 0.46312546730041504, 0.37549567222595215, 1
1, 1024, 13.602134466171265, 0.12991738319396973, 0.13451600074768066, 0
1, 1024, 20.86859130859375, 0.14623236656188965, 0.07474994659423828, 0
1, 1024, 23.962336778640747, 0.3378911018371582, 0.14215397834777832, 0
1, 1024, 17.173784971237183, 0.3116791248321533, 0.0797266960144043, 1
1, 1024, 18.894370555877686, 0.29500746726989746, 0.08009815216064453, 1
1, 1024, 26.221632719039917, 0.31899476051330566, 0.14200687408447266, 0
1, 1024, 23.963377952575684, 0.6481590270996094, 0.20442867279052734, 0
1, 1024, 30.650636196136475, 0.42296576499938965, 0.25502586364746094, 0
1, 1024, 14.784144163131714, 0.2697305679321289, 0.15346479415893555, 0
1, 1024, 21.523054122924805, 0.29315948486328125, 0.09546422958374023, 0
1, 1024, 28.969056606292725, 0.4071512222290039, 0.19093632698059082, 1
1, 1024, 16.190842390060425, 1.1010160446166992, 0.1882798671722412, 1
1, 1024, 26.72007942199707, 0.6954867839813232, 0.19120121002197266, 1
1, 1024, 27.625425815582275, 0.3543543815612793, 0.19196701049804688, 1
1, 1024, 25.059961557388306, 0.3088104724884033, 0.11750602722167969, 0
2, 1024, 39.722649812698364, 0.5463619232177734, 0.3395678997039795, 3
1, 1024, 28.700212240219116, 0.5268137454986572, 0.18099236488342285, 0
2, 1024, 33.5147430896759, 0.9414718151092529, 0.5023336410522461, 3
1, 1024, 25.237993240356445, 0.7246310710906982, 0.14527297019958496, 0
1, 1024, 30.50029492378235, 0.507943868637085, 0.14532017707824707, 0
2, 1024, 22.161012172698975, 0.5502922534942627, 0.2247638702392578, 3
2, 1024, 30.288392305374146, 0.41887497901916504, 0.19235825538635254, 0
2, 1024, 51.783053398132324, 1.2532446384429932, 0.4245028495788574, 3
2, 1024, 21.223215341567993, 0.5069167613983154, 0.24411535263061523, 3
2, 1024, 50.220282793045044, 0.9247159957885742, 0.31586790084838867, 3
2, 1024, 28.886220932006836, 0.39144372940063477, 0.1940162181854248, 0
2, 1024, 57.405965089797974, 0.9064292907714844, 0.2842550277709961, 0
2, 1024, 68.25221395492554, 1.2401123046875, 0.3148207664489746, 3
2, 1024, 36.57805132865906, 0.5737571716308594, 0.19273829460144043, 0
2, 1024, 35.58519148826599, 0.6401872634887695, 0.19063043594360352, 3
2, 1024, 59.16464281082153, 1.1763861179351807, 0.3678889274597168, 0
2, 1024, 62.86692523956299, 1.090440273284912, 0.33669352531433105, 0
2, 1024, 28.16564393043518, 0.3774831295013428, 0.17705941200256348, 0
2, 1024, 33.4208824634552, 0.6874887943267822, 0.20530271530151367, 3
2, 1024, 64.02511715888977, 0.8988692760467529, 0.3898584842681885, 3
2, 1024, 77.8285596370697, 0.5147504806518555, 0.37125420570373535, 0
2, 1024, 36.1388475894928, 0.45099639892578125, 0.1564011573791504, 0
2, 1024, 54.7996985912323, 1.1640410423278809, 0.7423744201660156, 3
2, 1024, 45.97327446937561, 0.8709170818328857, 0.4545760154724121, 0
2, 1024, 58.72549057006836, 1.1929371356964111, 0.3157353401184082, 3
4, 1024, 81.8128719329834, 1.2260034084320068, 0.46180105209350586, 15
4, 1024, 57.799351930618286, 1.3267955780029297, 0.5774669647216797, 15
2, 1024, 59.368592977523804, 0.6896946430206299, 0.37693166732788086, 0
2, 1024, 63.70330619812012, 1.0101244449615479, 0.49528050422668457, 0
4, 1024, 61.851173877716064, 1.092503547668457, 0.3346843719482422, 0
4, 1024, 114.68921828269958, 3.0345380306243896, 0.7886426448822021, 15
4, 1024, 58.854806423187256, 0.8866407871246338, 0.4563581943511963, 0
4, 1024, 115.13997507095337, 2.4026882648468018, 1.106790542602539, 15
4, 1024, 66.20285773277283, 1.1798737049102783, 0.4672684669494629, 15
4, 1024, 62.05739068984985, 1.1646151542663574, 0.5201354026794434, 15
4, 1024, 118.32228565216064, 2.718935966491699, 0.7567212581634521, 15
4, 1024, 117.76804685592651, 1.8923442363739014, 0.8780117034912109, 15
4, 1024, 59.93186855316162, 1.1836514472961426, 0.4205152988433838, 0
4, 1024, 127.13557362556458, 1.7464089393615723, 0.8771011829376221, 0
4, 1024, 124.81180930137634, 1.5484085083007812, 0.7218546867370605, 0
4, 1024, 79.39794278144836, 0.8213376998901367, 0.48033571243286133, 0
4, 1024, 59.19132375717163, 1.201676368713379, 0.5299556255340576, 15
4, 1024, 109.98407673835754, 1.1009776592254639, 0.9095628261566162, 0
4, 1024, 121.23129940032959, 1.5474133491516113, 0.7576303482055664, 0
4, 1024, 66.20837903022766, 1.410874605178833, 0.4828774929046631, 15
4, 1024, 116.2146725654602, 2.441863775253296, 0.7194986343383789, 15
4, 1024, 65.56719398498535, 0.8189256191253662, 0.44378185272216797, 0
4, 1024, 115.09901118278503, 1.351240634918213, 0.4024355411529541, 15
4, 1024, 62.72040939331055, 0.9759676456451416, 0.33840465545654297, 0
4, 1024, 119.06225275993347, 1.4624900817871094, 0.7612729072570801, 0
4, 1024, 121.48566842079163, 1.7606594562530518, 0.7548947334289551, 0
8, 1024, 133.26931381225586, 2.8949532508850098, 0.8129191398620605, 255
8, 1024, 123.80923628807068, 2.786860227584839, 0.913123369216919, 255
8, 1024, 222.2703320980072, 5.679072618484497, 1.9252774715423584, 255
8, 1024, 226.95751023292542, 7.765783786773682, 1.8953707218170166, 255
8, 1024, 121.99527311325073, 1.6408662796020508, 0.8994824886322021, 0
8, 1024, 153.2380883693695, 1.4516491889953613, 0.7938673496246338, 0
8, 1024, 258.4893333911896, 4.285323619842529, 1.565589427947998, 255
8, 1024, 130.22635793685913, 2.4134366512298584, 1.0267226696014404, 255
8, 1024, 242.83043766021729, 5.5650413036346436, 1.9031097888946533, 0
8, 1024, 217.65794944763184, 3.0621731281280518, 1.7847003936767578, 0
8, 1024, 112.69670271873474, 2.8875250816345215, 0.8767154216766357, 255
8, 1024, 149.62763214111328, 1.8413169384002686, 0.8721790313720703, 0
8, 1024, 137.74599623680115, 2.183251142501831, 0.8569118976593018, 0
8, 1024, 194.72707295417786, 3.770407199859619, 1.763073205947876, 255
8, 1024, 259.6826786994934, 3.190844774246216, 1.872546672821045, 0
8, 1024, 225.93968844413757, 3.901681661605835, 1.501596450805664, 255
8, 1024, 128.12194299697876, 2.112300395965576, 0.8189089298248291, 255
8, 1024, 128.6859633922577, 2.8909547328948975, 0.8315348625183105, 255
8, 1024, 134.444504737854, 1.5034193992614746, 0.8359827995300293, 0
8, 1024, 110.53254771232605, 2.2203710079193115, 0.8360805511474609, 0
8, 1024, 216.38515710830688, 3.1764867305755615, 1.2198731899261475, 0
8, 1024, 266.021324634552, 3.5022811889648438, 2.150930881500244, 0
16, 1024, 245.1515953540802, 5.091367959976196, 1.5881531238555908, 65535
16, 1024, 269.0092043876648, 4.862976551055908, 1.6774117946624756, 65535
16, 1024, 530.7873899936676, 9.35170841217041, 3.830479383468628, 65535
16, 1024, 447.5129210948944, 9.189667701721191, 2.957676410675049, 65535
16, 1024, 302.72087717056274, 4.019802570343018, 1.6381711959838867, 0
16, 1024, 520.7365298271179, 10.66067624092102, 4.044074773788452, 65535
16, 1024, 267.38142466545105, 4.904416561126709, 2.0172548294067383, 65535
16, 1024, 479.91588711738586, 7.568639039993286, 3.311491012573242, 0
16, 1024, 623.1064174175262, 3.443809986114502, 1.7756469249725342, 0
16, 1024, 436.314421415329, 5.62315559387207, 2.586134195327759, 0
16, 1024, 498.7766423225403, 7.5264952182769775, 2.7804622650146484, 0
16, 1024, 280.4688329696655, 4.552317142486572, 1.8237724304199219, 65535
16, 1024, 436.8111493587494, 9.296656131744385, 3.046804666519165, 65535
16, 1024, 517.8824210166931, 10.213320970535278, 3.1765708923339844, 65535
16, 1024, 264.0753798484802, 4.822463035583496, 1.812148094177246, 65535
16, 1024, 272.0708224773407, 3.8089118003845215, 1.7721266746520996, 0
16, 1024, 528.6292796134949, 9.323518991470337, 3.163879156112671, 65535
16, 1024, 270.8839030265808, 3.6564431190490723, 1.6050939559936523, 0
16, 1024, 277.9856824874878, 4.939905166625977, 1.89007568359375, 65535
16, 1024, 391.1159827709198, 3.2223501205444336, 2.0407567024230957, 0
16, 1024, 483.6755483150482, 6.274171590805054, 3.0577664375305176, 0
16, 1024, 443.92006158828735, 6.254474639892578, 3.705811023712158, 0
16, 1024, 484.1116006374359, 6.467111110687256, 2.9262564182281494, 0
32, 1024, 551.2911307811737, 10.8349769115448, 3.498668909072876, 4294967295
32, 1024, 1006.5071377754211, 20.030962467193604, 6.42853045463562, 4294967295
32, 1024, 541.6015050411224, 7.476641654968262, 3.2769479751586914, 0
32, 1024, 968.0422415733337, 23.23584771156311, 7.110276699066162, 4294967295
32, 1024, 982.394984960556, 20.97633385658264, 7.305834770202637, 4294967295
32, 1024, 1010.7310392856598, 20.312928915023804, 7.007614850997925, 4294967295
32, 1024, 539.5168735980988, 10.489367485046387, 3.3264148235321045, 4294967295
32, 1024, 926.8479979038239, 13.53409719467163, 6.694191932678223, 0
32, 1024, 946.645165681839, 13.862038612365723, 6.1500043869018555, 0
32, 1024, 554.1896328926086, 8.006513357162476, 3.3589794635772705, 0
32, 1024, 969.7846970558167, 13.699792385101318, 6.8031816482543945, 0
32, 1024, 1007.9688124656677, 14.427945613861084, 6.745366811752319, 0
32, 1024, 520.9589159488678, 10.814334154129028, 3.350325345993042, 4294967295
32, 1024, 946.1965765953064, 21.83334231376648, 6.922800302505493, 4294967295
32, 1024, 1007.4200923442841, 19.462941646575928, 7.073214292526245, 4294967295
32, 1024, 660.5136315822601, 7.737936496734619, 3.7885613441467285, 0
32, 1024, 953.1359405517578, 19.645076751708984, 7.727186441421509, 4294967295
32, 1024, 991.002965927124, 19.2904851436615, 6.817972421646118, 4294967295
32, 1024, 511.43732166290283, 11.52307391166687, 3.2848329544067383, 4294967295
32, 1024, 966.0119512081146, 15.170196056365967, 6.805112600326538, 0
32, 1024, 978.3407640457153, 14.410899639129639, 6.667145252227783, 0
32, 1024, 940.9731204509735, 13.70019245147705, 5.683186054229736, 0
32, 1024, 968.7731912136078, 12.927386999130249, 6.493300914764404, 0
32, 1024, 543.9791467189789, 8.1789071559906, 3.585101842880249, 0
64, 1024, 1081.534149646759, 20.391170501708984, 7.549215793609619, 18446744073709551615
64, 1024, 1990.5821392536163, 40.36847257614136, 13.807049036026001, 18446744073709551615
64, 1024, 2049.5935072898865, 41.930113792419434, 14.448867082595825, 18446744073709551615
64, 1024, 2072.10614156723, 40.64289045333862, 14.28888988494873, 18446744073709551615
64, 1024, 1041.9367802143097, 13.78606915473938, 6.859076261520386, 0
64, 1024, 1416.4788012504578, 15.409524202346802, 6.922370910644531, 0
64, 1024, 1940.7014684677124, 14.96692442893982, 7.079688549041748, 0
64, 1024, 1767.6114358901978, 24.76202630996704, 11.635603904724121, 0
64, 1024, 1735.4094622135162, 40.80270195007324, 13.202966451644897, 18446744073709551615
64, 1024, 1951.6429061889648, 27.657129049301147, 14.114755392074585, 0
64, 1024, 1051.6379137039185, 22.78970694541931, 7.691100597381592, 18446744073709551615
64, 1024, 1105.4795825481415, 21.71582818031311, 7.163390159606934, 18446744073709551615
64, 1024, 1798.8302521705627, 32.693291425704956, 12.634235620498657, 18446744073709551615
64, 1024, 1103.8780057430267, 13.759451627731323, 7.415088891983032, 0
64, 1024, 1955.0589990615845, 29.744394540786743, 11.675111293792725, 0
64, 1024, 1061.0754225254059, 22.099451541900635, 7.149784088134766, 18446744073709551615
64, 1024, 2343.7403264045715, 21.17632555961609, 7.655156135559082, 18446744073709551615
64, 1024, 1072.8608746528625, 21.14065957069397, 7.318463087081909, 18446744073709551615
64, 1024, 1072.825438261032, 15.087181806564331, 6.944024324417114, 0
64, 1024, 1743.030130147934, 15.213511228561401, 6.462168455123901, 0
64, 1024, 1100.8778896331787, 14.39765453338623, 7.156453371047974, 0
64, 1024, 1105.2544729709625, 12.964805126190186, 6.210703134536743, 0
